Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Meknès,Unknown,Nissan,Qashqai,2012,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,132000
El Jadida,Plateau,Peugeot,407,2007,250 000 - 299 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,65000
El Jadida,Unknown,Renault,Kangoo,2010,250 000 - 299 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,71000
Taroudant,Assarag,Volkswagen,GOLF 4,2002,25 000 - 29 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,69000
Casablanca,Aïn Sebaâ,Hyundai,Santa Fe,2009,180 000 - 189 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,82000
Tétouan,Unknown,Toyota,Prado,2012,250 000 - 299 999,Diesel,12,Manuelle,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,200000
El Kelâa des Sraghna,Unknown,Peugeot,Tepee,2019,45 000 - 49 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
Béni Mellal,Toute la ville,BMW,X5,2008,200 000 - 249 999,Diesel,11,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000
Kénitra,Unknown,Dacia,Logan,2013,170 000 - 179 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69000
Casablanca,Unknown,Hyundai,Tucson,2007,200 000 - 249 999,Diesel,8,Manuelle,5,Unknown,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,71000
Tanger,Unknown,Dacia,Logan,2010,170 000 - 179 999,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Meknès,Hamria,Volkswagen,Caddy,2018,60 000 - 64 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,160000
Rabat,Unknown,Mercedes-Benz,Classe E,2010,200 000 - 249 999,Diesel,12,Automatique,5,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Casablanca,Unknown,Ford,Focus,2011,160 000 - 169 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,89000
Meknès,Unknown,Peugeot,Tepee,2018,95 000 - 99 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,103000
Fès,Unknown,Renault,Clio,2015,170 000 - 179 999,Diesel,6,Automatique,5,Unknown,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98000
Casablanca,Unknown,Hyundai,Accent,2015,150 000 - 159 999,Diesel,6,Manuelle,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,93000
Casablanca,Oulfa,Peugeot,206+,2010,55 000 - 59 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62000
Fès,Agdal,Peugeot,207,2007,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
Oued Zem,Toute la ville,Volkswagen,Passat,2005,30 000 - 34 999,Diesel,8,Manuelle,5,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,81000
Azilal,Unknown,Jeep,Compass,2007,250 000 - 299 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,75000
Mohammedia,Autre secteur,Volkswagen,GOLF 6,2010,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,125000
Tanger,Unknown,Volkswagen,Passat,2012,110 000 - 119 999,Diesel,8,Manuelle,5,Unknown,Unknown,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Rabat,Hay Riad,Mercedes-Benz,Classe E,2011,180 000 - 189 999,Diesel,9,Automatique,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,190000
Fès,Unknown,Dacia,Logan,2014,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
Oujda,Centre Ville,Mercedes-Benz,Classe GLA,2014,140 000 - 149 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Tanger,M'sallah,Peugeot,Tepee,2013,130 000 - 139 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
Agadir,Unknown,Volkswagen,Caddy,2014,10 000 - 14 999,Diesel,6,Automatique,5,Dédouanée,Oui,Excellent,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,157500
Khouribga,Unknown,Chevrolet,Spark,2012,65 000 - 69 999,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,63000
Khouribga,Toute la ville,Volkswagen,Touran,2009,200 000 - 249 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123000
Meknès,El Bassatine,Renault,Megane,2017,80 000 - 84 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165000
Tétouan,Centre ville,Renault,Megane,2004,30 000 - 34 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Meknès,Autre secteur,Audi,A4,2002,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Oui,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
Ben Guerir,Unknown,Volkswagen,GOLF 7,2016,80 000 - 84 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,150000
Tiznit,Toute la ville,Hyundai,H,2009,160 000 - 169 999,Diesel,6,Manuelle,5,Unknown,Unknown,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Fès,Unknown,Renault,Kangoo,2005,250 000 - 299 999,Diesel,6,Manuelle,5,Importée neuve,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Casablanca,Sidi Maarouf,Volkswagen,Touareg,2017,100 000 - 109 999,Diesel,12,Automatique,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Salé,Sala el Jadida,Ford,Kuga,2013,120 000 - 129 999,Diesel,8,Manuelle,5,Unknown,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,135000
El Kelâa des Sraghna,Unknown,Audi,Q5,2011,5 000 - 9 999,Diesel,8,Automatique,5,Dédouanée,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Marrakech,Annakhil,Volkswagen,PASSAT CC,2016,70 000 - 74 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,190000
Agadir,Talborjt,Peugeot,407,2010,120 000 - 129 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Berkane,Toute la ville,Volkswagen,Touareg,2010,200 000 - 249 999,Diesel,10,Automatique,5,Dédouanée,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130000
Agadir,Autre secteur,Citroen,Berlingo,2012,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97000
Nador,Centre Ville,Ford,Focus,2015,120 000 - 129 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133000
Nador,Centre Ville,Volkswagen,Tiguan,2009,10 000 - 14 999,Diesel,10,Manuelle,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200000
Salé,Unknown,Mercedes-Benz,220,1996,400 000 - 449 999,Diesel,9,Manuelle,5,Dédouanée,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63000
Berrechid,Toute la ville,Renault,Megane,2001,0 - 4 999,Diesel,7,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Khouribga,Toute la ville,Mercedes-Benz,Classe C,2011,300 000 - 349 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180000
Casablanca,Unknown,Renault,Kangoo,2016,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,107000
Boujdour,Unknown,Hyundai,H-1,2009,350 000 - 399 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,90000
Berrechid,Unknown,Renault,Megane,2001,0 - 4 999,Diesel,7,Manuelle,5,WW au Maroc,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Boujdour,Unknown,Hyundai,H-1,2009,400 000 - 449 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,90000
Casablanca,Aïn Sebaâ,Renault,Megane 3,2011,140 000 - 149 999,Diesel,6,Manuelle,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000
Boujdour,Unknown,Hyundai,H-1,2009,400 000 - 449 999,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,90000
Meknès,Unknown,Ford,Kuga,2015,100 000 - 109 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,175000
Casablanca,Maarif,Skoda,Superb,2009,140 000 - 149 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,100000
Dakhla,Unknown,Toyota,Yaris,2016,70 000 - 74 999,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,92000
Casablanca,Unknown,Renault,Symbol,2011,250 000 - 299 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Tanger,Branes 2,Renault,Kangoo,2007,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Casablanca,Unknown,Dacia,Dokker,2017,100 000 - 109 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,94000
Berrechid,Unknown,Renault,Kangoo,2007,20 000 - 24 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Mohammedia,Corniche,Peugeot,407,2008,250 000 - 299 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,82000
Fès,Unknown,Hyundai,Tucson,2006,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,77000
Taza,Unknown,Renault,19,2007,0 - 4 999,Diesel,6,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,85000
Agadir,Unknown,Skoda,Octavia,2012,190 000 - 199 999,Diesel,8,Automatique,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Souk El Arbaa,Toute la ville,Ford,Fiesta,2017,80 000 - 84 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,110000
Béni Mellal,Unknown,Dacia,Logan,2007,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,62000
Fès,Unknown,Toyota,Corolla,2006,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Excellent,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,60000
Salé,Hay Chmaou,Mercedes-Benz,Vito,2010,35 000 - 39 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155000
Béni Mellal,Unknown,Peugeot,Partner,2017,120 000 - 129 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,113000
Salé,Unknown,Peugeot,206+,2012,10 000 - 14 999,Essence,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,63000
Taza,Unknown,Ford,Fiesta,2011,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,83000
Marrakech,Unknown,Ford,Fiesta,2015,15 000 - 19 999,Diesel,6,Manuelle,3,WW au Maroc,Oui,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,93000
Temara,Unknown,Nissan,Qashqai,2016,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,168000
Salé,Unknown,Mercedes-Benz,Classe C,2002,300 000 - 349 999,Diesel,9,Manuelle,5,Dédouanée,Non,Bon,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,90000
Salé,Unknown,Citroen,Berlingo,2012,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,82000
Casablanca,Belvédère,Hyundai,i 30,2013,130 000 - 139 999,Diesel,6,Automatique,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,142000
Berrechid,Unknown,Renault,Kangoo,2007,20 000 - 24 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
Rabat,Unknown,Hyundai,H-1,2015,90 000 - 94 999,Diesel,10,Manuelle,5,WW au Maroc,Unknown,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,135000
Béni Mellal,Unknown,Volkswagen,Caddy,2010,25 000 - 29 999,Diesel,8,Manuelle,5,Dédouanée,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115000
Agadir,Unknown,Renault,Kangoo,2014,170 000 - 179 999,Diesel,6,Manuelle,5,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,122000
Casablanca,Sbata,Mercedes-Benz,220,2011,150 000 - 159 999,Diesel,9,Automatique,5,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,185000
Nouaceur,Toute la ville,Volkswagen,Touran,2016,130 000 - 139 999,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,225000
Casablanca,Unknown,Toyota,Corolla,2007,0 - 4 999,Diesel,8,Manuelle,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63000
Nador,Unknown,Citroen,C4 Picasso,2009,0 - 4 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,82000
Kénitra,Autre secteur,Nissan,Qashqai,2015,80 000 - 84 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,180000
Fès,Route Ain Chkaf,Dacia,Duster,2012,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,102000
Berkane,Toute la ville,Peugeot,308,2011,100 000 - 109 999,Essence,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,80000
Khénifra,Unknown,Renault,Clio,2018,80 000 - 84 999,Diesel,6,Manuelle,5,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,92000
Casablanca,Unknown,Renault,Clio,2013,60 000 - 64 999,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
Casablanca,Unknown,Opel,Astra,2010,10 000 - 14 999,Diesel,7,Manuelle,5,Unknown,Oui,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
Ouarzazate,Unknown,Nissan,Micra,2017,45 000 - 49 999,Diesel,6,Automatique,5,Unknown,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Casablanca,Ben M'sick,Peugeot,2008,2008,40 000 - 44 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Taza,Toute la ville,Seat,Ibiza,2016,60 000 - 64 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,110000
Béni Mellal,Toute la ville,Volkswagen,Caddy,2008,20 000 - 24 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115000
Mohammedia,Unknown,Renault,Kangoo,2011,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
Agadir,Unknown,Dacia,Dokker,2015,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,88000
Settat,Unknown,Mercedes-Benz,220,2015,150 000 - 159 999,Diesel,9,Automatique,5,Dédouanée,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200000
Kénitra,Unknown,Renault,Clio,2019,60 000 - 64 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,130000
Casablanca,Unknown,Peugeot,2008,2009,400 000 - 449 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Marrakech,Arset Ben Chebli,Dacia,Duster,2017,100 000 - 109 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,118000
Casablanca,Unknown,Land Rover,Range Rover,2014,55 000 - 59 999,Diesel,12,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,243500
Khouribga,Toute la ville,Volkswagen,GOLF 5,2007,190 000 - 199 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,95000
Marrakech,Unknown,Dacia,Duster,2017,80 000 - 84 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,140000
Kénitra,Unknown,Peugeot,Tepee,2013,250 000 - 299 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,97000
Casablanca,Oulfa,Dacia,Sandero,2017,40 000 - 44 999,Essence,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000
Rabat,Unknown,Hyundai,ix 35,2012,200 000 - 249 999,Diesel,8,Automatique,5,WW au Maroc,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,138000
Oujda,Unknown,Peugeot,3008,2017,100 000 - 109 999,Diesel,8,Automatique,5,WW au Maroc,Unknown,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,226000
Agadir,Unknown,Chevrolet,Cruze,2014,100 000 - 109 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,100000
Tanger,Centre ville,Audi,Q7,2008,20 000 - 24 999,Diesel,11,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000
Casablanca,Unknown,Hyundai,ix 35,2012,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Meknès,Unknown,Renault,Captur,2021,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,205000
Casablanca,Unknown,Land Rover,Discovery Sport,2015,70 000 - 74 999,Diesel,9,Automatique,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,240000
Casablanca,Sidi Maarouf,Peugeot,308,2011,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,86000
Safi,Autre secteur,Hyundai,i 30,2012,180 000 - 189 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
Rabat,Unknown,Hyundai,ix 35,2013,140 000 - 149 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Casablanca,Unknown,Toyota,Corolla,2008,190 000 - 199 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
Agadir,Cité Adrar,Dacia,Duster,2015,110 000 - 119 999,Diesel,6,Manuelle,5,Importée neuve,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,125000
Casablanca,Lissasfa,Skoda,Octavia,2016,150 000 - 159 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,143000
Souk El Arbaa,Unknown,Dacia,Logan,2008,150 000 - 159 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,61000
Khouribga,Unknown,Fiat,Panda,2018,80 000 - 84 999,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,78000
Sidi Bennour,Toute la ville,Ford,Fiesta,2009,130 000 - 139 999,Essence,7,Manuelle,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
Casablanca,Unknown,Renault,Megane,2000,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,65000
Casablanca,Unknown,Dacia,Logan,2016,120 000 - 129 999,Diesel,6,Manuelle,3,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,95000
Casablanca,Unknown,Dacia,Logan,2016,120 000 - 129 999,Diesel,6,Manuelle,3,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,95000
Casablanca,Unknown,Renault,Kangoo,2008,30 000 - 34 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87000
Casablanca,Unknown,Kia,Carens,2017,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145000
Jorf El Melha,Unknown,Fiat,Doblo,2014,70 000 - 74 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
Casablanca,Unknown,Dacia,Logan,2010,190 000 - 199 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Unknown,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60000
Casablanca,Unknown,Ford,Focus,2010,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,88000
Meknès,Unknown,Mercedes-Benz,Sprinter,2013,150 000 - 159 999,Diesel,11,Manuelle,5,Dédouanée,Unknown,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Rabat,Hassan,Renault,19,1992,20 000 - 24 999,Essence,8,Manuelle,5,WW au Maroc,Oui,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Casablanca,Unknown,Mercedes-Benz,220,2005,200 000 - 249 999,Diesel,9,Automatique,5,Dédouanée,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
Kénitra,Autre secteur,Mercedes-Benz,Classe CLA,2021,0 - 4 999,Diesel,8,Automatique,5,Dédouanée,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Casablanca,Sidi Bernoussi,Volkswagen,GOLF 7,2018,90 000 - 94 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,168000
Casablanca,Unknown,Kia,Sorento,2005,25 000 - 29 999,Diesel,9,Manuelle,5,Dédouanée,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,62000
Casablanca,Unknown,Citroen,C3,2014,95 000 - 99 999,Diesel,6,Manuelle,5,Importée neuve,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,97000
